,Sentiment
40587,2
34581,1
7753,2
39216,0
5274,2
14353,2
28724,1
30053,0
2381,2
19793,0
1651,0
29560,2
20871,2
25637,0
18260,0
33836,0
38755,0
31372,1
36877,2
20642,2
25616,1
11510,2
7466,2
1172,1
18534,0
9230,2
15709,2
38836,1
3219,0
4441,2
18570,1
234,2
7911,2
420,1
14105,1
38588,2
7471,0
24153,2
1275,2
35807,0
36870,1
39531,2
40072,2
16392,2
26095,1
27773,1
24019,1
37544,0
10822,0
2674,0
9048,0
20171,0
32814,0
7412,2
27793,2
12458,0
18278,2
37450,0
27734,2
16433,1
16180,1
35420,2
24780,2
36168,2
15040,1
15175,2
29521,1
24109,1
37109,1
32510,1
9887,2
24422,1
27317,2
30737,2
10963,0
20857,0
3247,2
16346,2
29539,1
9646,1
11477,2
24133,1
34062,1
13655,0
8332,2
28330,2
16258,0
32075,0
25297,1
6020,1
25439,0
28869,0
36495,2
1462,2
29770,0
5580,0
15708,2
5735,0
4683,2
25337,0
7750,2
5622,1
8871,2
14348,2
151,2
12105,2
10247,2
11266,0
9321,0
11549,2
38875,2
14463,0
32076,2
20704,2
15428,0
3177,2
8529,2
37815,2
27472,2
28143,1
16827,1
17207,2
6925,0
21642,0
16583,2
38696,1
6965,0
8321,2
11061,2
10866,1
23276,1
37790,0
39224,2
17106,2
9810,2
35436,0
7223,2
33499,2
2700,0
17346,2
23806,0
35213,2
36649,0
38161,2
777,0
25419,0
35602,2
26342,0
5083,2
31251,0
6900,1
31450,0
3318,0
18314,1
16539,2
16125,0
1946,2
25554,1
1,2
2825,0
18502,0
29264,2
11912,2
6841,0
16897,1
17122,2
1988,2
8802,0
105,2
10430,0
13926,2
24544,0
31833,0
34115,2
18125,1
19552,0
21324,0
22966,2
38401,2
38368,0
13490,0
36695,0
31472,1
25767,0
40300,0
14159,1
35908,2
29106,2
40815,0
40394,2
27293,1
38804,0
2902,1
34557,2
37440,0
17173,0
33216,2
31497,2
1620,1
17130,1
38741,2
33532,2
9956,2
5154,0
69,1
40383,2
22541,2
10031,0
8610,2
5057,2
16185,2
27380,2
29632,2
36676,0
3015,1
11388,0
22017,2
17221,1
39629,2
911,2
11966,2
18244,0
28225,2
978,0
13308,0
16981,0
11773,0
26981,2
40952,2
39431,1
35127,0
19107,2
9150,0
33876,2
16485,2
33656,0
31479,2
27105,2
38078,2
36977,2
11605,2
38633,0
34324,2
11391,0
8510,0
8730,2
21453,2
14354,0
9839,0
25108,0
20448,0
12720,0
20794,2
18439,1
25651,0
10291,2
36319,0
18629,2
39097,2
32710,2
32881,2
37942,0
23294,2
39505,2
22098,1
39372,0
25021,2
32701,1
11654,2
27478,0
11012,2
34507,2
32592,2
18878,2
26129,0
25318,0
32706,2
235,0
1679,0
3016,0
10563,0
16680,2
9434,2
18720,2
14418,0
12236,0
30560,0
5747,0
6652,0
23118,2
29741,0
9228,0
35024,2
3880,2
4615,2
35048,0
7946,2
1810,2
23044,1
28838,2
4340,2
22115,2
6922,2
15109,2
28480,2
19242,2
17425,0
37293,1
25218,0
6988,0
401,2
16739,2
20141,1
17061,1
19685,2
30749,0
36361,2
14078,2
39185,2
6463,2
7514,1
16605,0
5770,2
35577,0
8156,0
10663,0
20516,2
36901,0
40961,1
16375,0
34024,0
26600,2
490,0
26505,0
33787,2
27581,0
28806,2
20510,0
39480,2
19513,0
2578,0
30900,2
24409,0
1547,2
27645,1
10935,2
5708,0
30334,2
6329,1
15500,2
33567,2
29081,0
20406,2
16775,0
23893,2
26889,1
22339,0
18991,0
32501,0
7853,1
23037,1
18802,2
27721,0
31081,0
8363,2
27023,0
23006,2
36992,2
21520,2
3458,0
7010,0
38475,1
20765,2
16615,1
38769,0
14449,2
7081,0
35076,2
29131,0
38866,0
34927,0
739,2
16062,2
27075,0
233,2
14602,2
23362,2
24215,0
17188,2
28434,1
27087,0
30824,0
21297,0
40861,2
27462,2
40108,2
1419,2
12806,2
38703,0
19569,2
28263,0
32764,1
837,0
30260,2
36760,0
11355,0
24381,1
5885,0
35847,0
17419,1
8153,1
14102,0
33793,2
19511,1
13881,2
9761,2
9284,2
16055,1
32702,0
9456,0
33443,0
4312,1
35055,1
33486,2
14980,2
20062,0
33773,1
9435,2
19261,0
28519,0
10660,2
20662,1
3533,2
10173,2
25955,1
13977,1
30596,0
32052,0
6258,0
24635,2
17197,1
5754,0
38440,0
19625,2
19966,1
28499,0
17536,0
4603,1
34384,0
6703,1
39460,2
32,2
30870,2
40521,1
11811,1
31248,0
32348,1
34372,2
39784,2
4772,1
2777,2
1862,0
5653,2
2020,1
26782,0
37298,2
23542,2
35170,1
24072,1
20409,0
25663,2
37787,2
12082,2
24698,1
36947,0
1917,2
31970,0
23812,0
34234,2
36143,1
35605,2
18479,2
35837,2
31458,2
38584,0
30277,1
15491,2
1106,2
22938,0
14061,2
26512,1
3156,1
32393,1
16536,0
5166,0
29030,2
28915,1
6629,0
35342,0
12399,1
6320,2
23026,1
9333,2
7895,0
25851,1
29841,0
24101,1
34337,1
38768,0
8191,2
13399,0
5186,0
31560,1
17263,2
28081,2
13541,0
40097,2
25013,0
14046,2
37980,0
30935,2
20614,2
24778,2
10889,2
16798,1
33349,1
10065,1
40277,2
18444,2
16034,0
28435,2
34161,0
39067,0
6122,0
20828,0
19191,2
32185,2
36797,2
36414,1
35004,0
17211,0
24528,2
39369,2
12698,0
33589,2
26350,1
8778,0
14869,0
34987,2
11475,1
11247,1
30636,2
16336,0
29793,0
11155,0
19407,0
30071,2
2288,2
19336,0
11874,2
24150,0
34675,2
22607,0
36124,0
34919,0
33696,0
24911,1
528,1
17839,2
28289,0
40405,0
13947,0
2231,2
26656,2
39862,2
1503,0
20289,2
1512,2
6489,2
31590,0
18366,1
10667,2
33766,1
10661,1
25382,0
3769,2
23008,0
40836,2
31856,1
5173,0
22236,1
5442,0
24529,1
8061,1
9500,2
18600,0
30000,2
21655,0
709,0
28831,0
6236,0
37770,0
36388,2
41086,2
31247,2
16618,0
6860,1
36056,2
18842,0
39354,1
1385,0
18126,2
5535,2
11967,0
36907,2
2309,0
29893,2
8204,1
13196,0
17504,2
4261,0
38592,1
1471,2
12456,0
4294,1
34710,0
7800,0
324,1
34734,2
21167,2
39299,2
16224,2
13885,0
6936,0
21940,2
18556,2
36334,0
2375,2
5145,2
38648,2
3426,1
37773,2
4426,2
12238,1
6646,2
6479,0
2346,0
5559,2
18402,2
27172,2
1127,1
39917,1
12857,2
14184,0
18846,2
19144,2
8277,1
27860,0
17498,0
18790,2
24509,0
33045,2
38257,1
17721,0
23902,2
4066,0
12543,0
38011,0
21434,1
23544,0
23642,0
26621,2
22738,2
10903,2
10803,0
39459,2
19750,2
25868,0
20648,2
14441,2
35210,1
6003,0
36864,0
3666,2
36222,2
12740,2
18547,0
35516,0
34268,2
19215,0
28018,2
35711,2
5858,2
27511,1
11242,0
7454,2
12286,1
8184,1
26231,0
391,1
37331,0
40801,1
16082,2
34038,1
13463,2
10871,2
27916,1
36108,1
20404,0
19816,0
26955,2
30274,1
39663,1
33735,0
34561,2
25776,2
29881,0
4569,1
15320,0
32198,0
11882,0
1968,0
34201,2
38706,0
5316,1
39355,1
16296,0
14976,2
12443,2
14387,1
4143,0
275,1
8015,2
35625,2
33108,0
11488,2
2999,2
30966,0
38359,2
36402,2
25876,2
33688,2
40586,1
39217,2
33103,0
30656,1
26571,0
27486,0
3420,2
738,0
17008,0
10706,2
9416,2
16568,2
15588,2
20887,0
14009,2
18021,0
33579,0
817,0
5019,0
7811,2
17930,0
16445,0
2796,0
18669,0
33256,2
788,2
10111,2
2677,2
37081,2
36183,2
34985,1
4710,2
941,0
3696,1
10433,2
40141,0
19534,1
2587,2
25594,2
20937,0
17737,1
23795,0
20130,2
31740,2
28821,2
12076,0
12886,0
9472,2
5658,2
9809,0
8920,0
3315,0
26847,0
14469,0
39513,2
33571,2
24548,0
40012,2
30957,0
16,1
1066,1
6973,0
1537,2
7113,1
19411,0
5642,0
4972,0
19119,2
34630,2
4233,2
9841,0
23782,1
34559,0
3244,0
25745,2
8998,0
22896,2
39951,1
3329,2
26300,0
7351,2
36100,0
17251,1
38754,0
37779,2
27604,2
27431,2
38218,0
26588,1
21334,1
27557,0
30303,0
12201,2
12810,2
4619,0
16133,0
17482,0
16452,0
32833,2
36928,0
10759,2
8044,0
19938,2
31546,0
33390,0
34835,2
38136,0
22606,1
10535,2
37074,0
7193,0
7538,2
9254,2
28742,0
40916,2
6403,1
32108,2
33435,2
25389,2
28598,2
16358,1
27819,2
16754,1
17224,2
38481,0
29035,2
25847,0
8082,0
2480,1
21799,2
21508,2
31816,0
12130,1
27091,0
4192,0
30200,0
8142,0
20018,0
38426,2
32934,2
11382,0
22785,2
4981,2
2878,0
39361,1
38799,0
12078,1
19988,2
2213,1
25511,0
26478,2
13737,0
15955,0
23986,0
8629,0
27219,1
29482,0
19967,0
37930,2
36325,2
28376,2
15909,2
34611,2
612,2
31304,2
26224,0
12911,1
20483,2
30123,0
15184,2
25695,1
32807,0
32577,0
5835,2
24171,2
25029,2
31487,1
18418,0
13724,1
17423,0
606,2
20320,0
5855,2
16080,2
3566,1
11074,2
15201,2
27993,0
19840,0
32619,1
37613,2
23666,2
35003,2
37180,2
26076,0
3563,0
21367,2
26183,0
8855,0
1305,0
9658,1
17399,1
12449,0
36848,0
25355,2
32869,2
30522,2
19350,1
605,0
28319,2
6537,1
30556,1
33520,0
33063,2
37803,0
21806,1
40737,1
30465,2
20774,0
19442,1
39609,2
41065,2
9748,2
24706,0
17878,0
40876,1
35216,0
37100,1
38933,2
11394,0
24373,1
25922,2
34323,0
20363,2
2010,2
36256,1
26126,2
35454,0
19596,0
24782,2
12760,0
21429,0
17846,0
13024,0
28513,2
19783,2
14764,2
10919,2
20680,2
18018,2
13053,0
36000,2
41041,0
23716,1
18628,2
22363,0
14799,0
26491,2
26706,0
37528,2
38542,0
11657,1
26343,0
15582,1
15808,0
14300,2
40438,0
31442,2
39385,2
40890,0
26925,1
29516,2
37183,2
36481,0
12827,2
37427,0
36307,0
23203,1
8441,1
13122,2
13609,2
29083,1
12487,1
21683,2
21319,1
13840,0
39545,0
35272,0
9152,2
12631,2
26766,1
32542,0
11051,0
16107,1
19683,2
14610,1
33077,0
6324,0
38096,2
31954,2
25356,2
22110,2
26567,2
38070,1
30336,2
24182,2
1278,2
9181,1
15754,0
13283,0
31791,2
38922,2
6064,0
30361,2
14390,2
23993,2
21672,2
12334,1
15816,2
5986,0
40646,0
13976,0
21693,0
7723,2
7706,2
33152,2
1502,2
9642,0
28893,2
30119,1
37319,0
11716,0
2666,2
34179,2
35363,2
16398,2
27411,1
5199,0
10823,2
40550,2
15526,2
354,1
12391,1
11322,0
36802,1
11034,0
7499,2
26380,2
1664,0
899,2
6430,2
35028,2
6469,1
12269,0
33968,2
23449,1
20532,0
3514,2
4780,2
34031,2
1092,0
22913,1
35380,0
29064,0
6541,0
3900,2
29307,2
33500,2
8085,1
1702,0
4484,2
7749,2
40432,2
7181,2
37445,0
40738,2
13470,2
40043,2
31351,0
20082,0
16116,2
15651,0
4044,2
25296,2
39667,2
24606,2
12033,2
31596,2
10751,0
34813,1
39851,2
2388,1
33948,2
12469,2
16895,0
32916,0
15122,2
26015,2
35887,0
17316,2
37165,0
16782,2
38681,0
10376,0
21472,0
8542,0
35015,0
7422,2
13763,2
33562,2
40068,2
8570,0
13656,2
35702,2
17607,2
15361,0
39071,0
21782,2
40826,2
4594,2
8250,2
20820,2
33347,0
14652,0
4984,2
39765,1
16340,2
12601,2
11507,0
38402,0
5162,1
10091,0
36440,1
8681,1
20987,0
4596,2
16036,0
40037,2
12027,2
30578,1
25839,2
37596,2
28764,1
22285,2
27300,2
13115,1
18067,2
25232,0
25307,0
109,2
2917,2
9880,0
19245,1
20908,2
31145,1
14558,0
20617,0
16877,2
35490,2
12012,0
27608,1
13692,2
38450,2
6226,1
25001,0
37985,2
2029,2
4189,2
24580,2
40016,0
1693,1
18387,2
30552,2
8525,1
7883,2
26900,0
4377,2
36454,1
34885,2
10707,2
14490,2
37024,2
20725,2
17077,2
22817,2
5968,2
5387,1
27056,0
14535,0
6121,2
9320,2
1491,0
37336,1
14010,0
7420,2
14117,2
18131,0
17859,0
21909,2
22640,0
2281,0
20981,0
32665,1
22407,0
15019,2
40540,2
8753,0
35009,2
26234,2
12933,2
31674,0
24601,1
1990,0
7216,0
4265,2
37905,0
6192,0
25441,2
9411,0
21087,1
24358,2
20767,1
3141,1
10755,0
21630,2
19848,0
30674,0
25378,2
18215,2
23901,0
4378,0
5079,2
13786,2
10148,2
40275,0
3595,2
820,0
15074,1
30114,2
35764,1
21449,2
16830,1
36263,2
2179,1
22094,2
19223,2
2399,2
9186,2
27907,2
1495,1
26418,1
2655,1
21795,1
34033,1
4662,0
26591,0
24260,2
7493,2
17793,2
36312,2
17977,0
15427,2
17990,0
27841,0
7062,2
22465,2
33180,2
1293,0
35580,1
39932,1
31209,2
26215,2
13906,2
20308,2
39278,1
18671,2
29339,0
19289,2
4018,1
15472,1
6284,0
11800,0
16614,1
11962,0
27603,0
5045,0
3387,1
5888,2
18474,2
14421,2
29987,0
15757,2
31298,0
36082,2
29149,0
40874,1
28072,1
26059,0
4452,2
9649,1
23501,2
12444,2
22324,0
29748,2
38527,1
21168,2
16585,0
10472,2
36367,1
16491,2
34538,1
11836,1
35891,2
36515,2
1975,2
34034,1
6495,2
35059,0
7921,2
40787,0
24086,0
32548,0
19237,0
31433,2
1276,2
34322,0
8249,2
11106,0
40150,2
15647,2
11228,0
6046,0
7710,0
40242,0
2032,2
33927,0
38171,1
20910,2
6384,0
39279,2
6833,2
39544,2
15242,0
35880,2
32112,0
11530,1
19777,2
35176,1
10647,0
32134,2
12181,2
35751,2
15398,1
36723,2
24746,2
29386,2
5375,0
18235,2
4006,0
6919,2
21539,2
38134,0
23672,0
4816,2
12520,1
13576,2
3139,0
23528,2
7196,0
8266,2
29824,0
29160,0
40697,0
21774,0
5925,2
22804,0
28284,1
24055,2
39342,0
30907,2
11659,2
18978,0
16245,2
2977,2
36272,0
28557,0
12991,0
17857,2
27664,2
27416,1
39492,1
30343,0
37912,0
25324,0
39747,0
28584,0
29513,0
37226,2
39946,0
24353,0
2612,0
3175,1
35616,2
25502,0
39412,2
1637,2
9388,1
16123,0
36493,2
24472,1
30730,2
29502,2
10478,0
39103,2
13800,2
40765,0
22644,0
3534,2
37594,2
18693,0
12936,2
57,2
19088,2
25316,2
37531,2
17501,2
10074,2
8133,0
12261,0
3690,1
16563,0
32034,2
33978,1
40338,2
15205,2
13409,0
27954,1
1334,0
4450,2
35262,0
18164,1
12554,1
16921,2
34839,0
3276,2
30079,2
38851,2
5567,2
20186,0
28164,0
16684,2
11786,2
31583,0
33612,1
8826,0
4589,2
3614,0
25149,2
15032,0
7247,2
30217,1
13336,2
20670,2
441,0
21004,0
14735,1
27944,2
11110,0
23043,0
11821,0
25698,2
31784,2
40040,2
3001,2
25549,0
8322,1
38014,2
12860,2
9415,2
3416,0
12901,0
2500,2
38225,0
35033,2
21190,2
29155,0
38417,0
22615,0
13260,2
16676,1
26468,0
20560,0
18904,0
36909,1
27357,0
35316,2
33502,2
10540,2
36582,1
32355,0
20296,0
36490,0
14820,0
8863,1
15542,2
29462,0
16193,2
18272,0
7285,1
17648,2
26790,1
23101,2
24284,0
21159,0
466,0
32822,0
22497,2
8773,0
37774,2
32950,1
39268,2
35397,0
20338,0
14368,2
9971,1
3286,2
40923,2
19060,0
10978,0
29958,0
26565,2
35098,2
4665,0
8449,2
27033,0
10853,0
30720,0
26065,2
20933,2
31086,2
35680,1
19399,2
22279,0
15628,0
18165,2
13897,1
2188,2
11345,0
7887,2
26910,1
14967,2
22741,2
12421,1
17463,0
18561,0
35131,0
3718,0
34262,2
22667,0
38712,2
17947,0
39090,0
22879,2
18862,2
4949,2
38770,0
38239,1
28364,0
32651,2
4872,2
30967,1
7319,0
31148,2
11354,0
37299,2
3476,2
36595,0
21608,2
36161,0
26711,0
27930,2
357,2
33011,2
1011,2
38554,0
10513,1
14323,2
28348,0
17615,0
1668,2
16187,2
38068,2
35206,1
18372,2
36538,2
30065,1
39830,0
31250,2
40530,1
2805,0
9872,0
5549,2
32790,2
26716,0
21317,2
32295,2
33674,1
14395,0
18773,0
956,2
18642,2
3465,0
23110,0
20385,0
3495,2
27852,2
1142,1
6781,1
8211,2
9196,2
32204,1
23247,1
26336,2
25550,0
7208,0
19459,1
23147,2
14638,2
37297,1
26391,2
13946,2
5073,1
22381,0
35438,0
26373,2
18078,0
794,0
33915,1
24421,2
16339,0
18979,0
23315,0
13264,1
23708,0
2973,2
11463,2
524,0
37245,1
39516,0
3407,2
38506,2
13949,2
23376,1
21832,2
35839,2
7258,2
5775,0
31886,2
35515,0
28644,1
20053,2
706,0
40698,2
1610,1
32377,2
24291,2
31139,0
38141,1
16753,2
34383,2
1922,0
28706,1
29861,1
8865,1
17667,0
32536,2
38639,0
26609,0
13030,0
19401,0
19319,0
40429,1
28733,2
30861,1
16453,0
13346,2
4686,2
13805,0
8957,0
9528,2
31630,0
40472,2
12928,0
9721,1
2219,0
41017,2
28331,2
15241,2
29291,2
10025,2
13403,1
24972,2
18262,2
11490,2
28224,1
36686,2
20841,2
40064,1
14991,2
13560,0
6344,2
18677,0
14899,0
29800,2
37123,2
38287,1
4530,0
36728,2
24846,2
7154,2
1439,2
18796,0
6583,0
14507,1
26400,1
17897,1
15162,0
32187,2
18473,0
24615,0
39233,0
5034,2
33524,0
29930,0
35926,2
14231,0
28262,1
40260,2
10782,2
16071,1
12759,2
24949,2
30205,2
34758,2
14805,0
20886,0
10862,2
28960,1
7702,0
40812,2
15463,0
21802,0
14691,2
30754,1
23974,1
8420,0
9657,1
5910,0
33811,2
38304,1
38254,0
14492,2
37962,1
14649,2
6500,0
13880,2
29831,1
27233,2
2266,0
26179,0
8615,2
259,0
20269,0
26209,2
33822,0
1678,0
4193,2
28509,2
5118,0
18531,2
11728,2
18949,0
32017,0
29916,1
38478,2
34511,1
37599,2
2282,0
39353,2
14925,1
13681,0
2801,2
1043,2
31838,0
22077,1
14684,0
19842,0
2848,0
36882,2
19438,0
557,1
12206,2
21456,0
17582,1
6898,0
11104,2
20397,2
17789,2
22340,0
39219,2
18441,0
28384,2
17476,0
15785,1
38897,0
17819,2
22127,1
7953,0
6759,2
30895,2
33230,2
19657,1
17070,0
40680,2
39137,0
4540,2
15197,2
38469,0
19193,0
5591,2
32707,1
21254,2
4136,1
20814,1
5634,0
21493,0
17084,0
2510,2
26833,2
1108,0
11407,1
2307,0
5799,2
24249,2
34654,0
34510,0
15097,0
15326,0
12940,1
19260,1
18336,0
19656,2
21594,2
13684,2
3707,2
3344,1
38822,2
37924,1
14621,2
39773,0
3703,0
7425,1
27211,0
31083,2
41075,1
3112,2
14953,2
12165,0
5815,2
25931,2
36147,0
22389,0
9914,0
3338,0
28939,2
3296,0
36103,2
8516,0
24060,1
28119,2
40398,2
39029,0
17475,0
17284,0
23082,0
403,1
26352,0
25533,0
838,0
39414,1
11333,1
5764,2
8546,0
842,1
28595,0
31964,0
28548,2
21954,0
39996,0
19419,0
6810,2
39915,2
39041,1
25467,0
10437,2
37921,2
25016,2
36931,0
14265,1
24068,0
7762,1
34458,0
39936,2
10979,0
32438,2
29577,2
15410,0
15328,2
15506,2
40379,2
36673,1
5209,0
17276,1
26892,1
18276,0
1920,0
39482,2
38950,0
17525,1
31578,0
36641,1
30559,2
23910,2
5130,1
11945,1
4566,0
25183,2
16154,2
23085,2
318,0
6734,2
25926,1
3917,0
24734,2
33265,1
14615,0
37514,0
37480,2
35247,2
28408,2
29854,2
1835,1
2184,2
14874,1
31995,2
12884,0
30712,1
17828,2
17376,1
5271,1
1187,0
20021,1
2003,0
25873,1
7123,1
9919,0
4289,2
38510,0
17827,2
33681,2
40770,1
19059,2
40999,2
637,0
8315,0
35654,2
17355,1
20548,2
29243,0
35656,0
10868,2
38885,2
38126,0
6691,2
10656,0
31391,1
7059,0
5319,1
24254,1
1869,2
4598,1
11474,0
36903,2
4744,1
4148,2
19653,0
16890,0
32371,1
7892,2
19154,0
9619,2
17786,1
17701,2
32530,2
3090,1
6165,0
12675,0
16361,2
618,0
5592,2
30379,0
36364,1
20343,2
27261,0
12579,1
36344,0
19965,2
218,1
31355,1
13521,2
4995,1
3227,0
10994,0
35909,1
18129,2
23164,0
37583,1
30100,0
8320,2
3342,2
21436,2
23332,2
22265,0
34586,0
34652,2
37002,0
29050,0
37376,0
23484,1
9922,1
18056,2
1181,2
23931,2
18841,2
32541,1
38274,2
25765,0
33173,2
342,2
1733,2
8081,1
24612,0
15376,2
19854,2
6025,1
5845,2
15727,0
26228,2
4384,2
28759,1
9584,2
17026,0
950,0
19100,2
17635,1
27208,1
14758,0
22402,1
31501,2
14598,2
5469,0
20499,0
40736,1
9860,1
29214,2
811,0
15958,0
4555,0
34103,0
3554,2
16486,0
31283,2
24146,1
22326,2
8367,0
31935,1
30219,2
3599,1
4311,0
22286,1
92,2
7682,2
30978,0
4922,2
24864,2
11315,2
6336,0
28851,1
5984,1
18059,2
27534,1
8821,0
24647,2
15163,1
36084,2
31911,0
17718,0
9088,1
34131,2
16933,2
12545,1
30322,2
19177,2
15788,0
8434,2
15240,0
5716,0
6256,2
4666,2
26666,1
11033,2
8390,1
39715,2
30983,2
32434,2
34781,0
38934,2
41098,2
15968,1
36942,2
11098,0
29558,1
3758,0
35327,2
31781,2
2871,0
26839,2
28979,1
15286,0
14941,0
39130,2
38093,0
2394,2
23324,0
20238,1
29832,0
23132,2
34892,2
33460,1
16811,0
6029,2
11623,0
29111,2
35833,2
30089,0
16794,2
1444,2
757,1
25258,0
2445,0
6729,2
81,0
10033,0
13128,0
12531,0
30528,1
29172,0
4697,2
18980,2
31538,2
17679,2
29760,2
18396,2
37013,0
38038,1
10453,1
22787,1
12582,0
5275,0
35766,0
34664,0
6749,1
34424,2
21355,0
2091,0
6380,0
17424,2
8797,1
6308,2
36951,2
38464,0
12763,2
17258,2
16889,0
5749,2
2617,0
28417,2
16322,0
35506,2
38730,2
38939,0
38365,2
10975,2
22211,0
31313,2
34975,2
20221,2
23457,2
32625,0
40829,2
29012,0
26385,2
16972,1
33375,0
33126,0
10936,0
39664,1
11854,0
9327,1
5337,2
5758,2
5262,1
27143,1
37604,2
3258,1
8499,0
38208,0
18332,1
5575,1
5277,0
28577,2
1967,0
10926,2
31686,0
18349,0
3860,0
3252,1
308,0
7346,0
16542,2
28629,0
4626,0
38868,0
35646,0
22310,2
23525,0
12892,0
31094,2
31276,2
30604,2
1466,2
3061,2
11002,0
18352,0
20746,0
17407,0
32237,0
30456,1
932,0
22506,2
32212,0
22570,2
9197,2
21905,2
6232,0
22696,0
12089,0
40843,1
23936,0
22371,2
21466,1
34536,0
13979,1
22556,1
26079,0
22157,2
27202,2
39914,2
15590,0
39470,2
31847,0
13184,0
27134,0
1543,1
28127,2
40485,2
31880,2
13746,0
529,2
23559,2
32484,2
37286,2
8444,2
17848,2
29351,2
38045,0
26965,2
5015,0
18180,0
4329,1
29252,0
40227,2
9870,0
1638,0
16371,1
37125,0
28716,2
15513,1
31912,0
3677,2
13638,1
13652,1
27698,2
15186,0
24583,0
13634,0
32948,1
34355,2
68,2
40444,2
30410,2
34097,0
24793,1
20882,2
18806,2
11867,1
617,0
30874,0
12145,0
32890,1
20014,2
34651,2
3260,2
37512,2
36876,2
1260,2
4925,2
11815,2
27509,2
38318,2
3683,2
36527,2
11280,2
25417,1
8917,2
20521,2
34052,2
22023,2
20603,0
13056,2
12559,0
20044,2
16600,0
21645,0
24488,0
22862,0
36713,0
20914,0
39607,2
4314,0
38920,0
28268,2
40021,2
7155,0
8048,0
27480,2
6783,1
38512,0
10722,2
12583,0
28456,2
37902,2
6358,0
34625,2
14309,1
5656,1
26274,0
23700,0
3460,0
1924,0
10045,0
31331,2
6442,0
19110,2
1252,2
21000,0
32862,0
25203,0
24669,2
7121,2
19367,0
15567,2
14483,1
18590,1
33975,0
24866,0
13770,2
31462,2
37889,0
13194,0
26866,0
8282,0
4980,0
37372,1
8066,2
22039,0
27163,0
20863,1
14359,1
31016,0
27223,2
30938,0
14761,0
13180,0
31467,1
18200,2
5322,2
22230,1
26518,2
20356,2
27543,1
20369,0
5851,2
26638,1
4083,2
15945,2
20452,2
5370,0
23721,1
34282,2
1365,1
28917,2
26479,1
32459,0
35189,0
33150,1
10907,2
30570,2
879,2
33673,0
21960,0
27540,2
30685,1
31728,1
26120,2
29406,2
15486,2
8245,0
40469,2
35530,0
37699,1
27889,2
14841,2
10528,2
16588,0
34960,1
12067,1
10944,0
3432,0
11861,2
35183,1
37390,2
38238,2
20924,0
36188,0
11975,2
35376,0
13648,2
13761,2
33771,0
29985,0
3726,0
27181,0
27634,0
12725,1
11329,2
10941,0
33711,2
14197,0
15527,2
5080,2
21034,2
13665,0
37678,0
4453,0
1566,2
4440,2
13438,0
17417,0
18267,2
5710,0
8601,0
36475,2
15317,1
7689,1
29024,1
8738,0
35802,2
1886,0
20355,0
27675,2
4394,2
19408,0
28122,0
15798,0
34308,0
11580,2
10007,0
35705,2
30991,1
19791,2
35073,2
16289,2
12609,2
26456,0
11617,0
25669,1
36709,0
26531,1
11271,2
28172,1
30298,2
24359,2
25892,1
40771,2
40693,1
22641,2
26750,2
16906,0
23978,2
17477,1
7376,0
15773,1
39760,0
37816,2
32488,0
2090,2
38962,1
24039,2
3409,0
12048,0
23809,2
28184,0
6960,0
13915,2
14131,2
18145,1
17429,0
33810,2
3492,0
31551,2
21501,2
19560,1
33878,1
12747,1
23634,2
25566,1
13294,2
3291,2
33025,1
28752,1
16127,2
3708,0
38801,0
25692,0
12714,2
41045,0
17612,2
36146,1
37958,2
23667,0
39796,0
23532,0
27470,0
37842,1
16287,2
40229,0
39266,2
12576,2
3740,2
5510,0
31126,2
23770,2
4768,2
4428,2
29996,2
15102,0
40848,1
24873,2
22775,1
2443,0
17105,0
33903,0
14220,2
33782,1
36349,0
3945,0
36363,0
26949,2
9648,2
18713,0
20011,1
1141,0
15124,0
13567,0
19631,0
27465,0
39674,0
37848,2
4278,2
9547,2
15987,1
21375,0
3604,2
34565,2
23068,2
32460,2
25854,2
8064,1
19764,2
37471,1
39126,0
24178,2
39599,2
4295,1
310,0
3585,2
14870,2
14914,0
17831,2
21836,2
34888,0
36672,2
6808,2
31627,2
23304,0
13892,0
13583,2
8455,2
37906,0
13740,2
31349,1
12453,1
16716,0
23322,2
31510,2
30480,2
32162,1
16108,2
13660,2
16396,2
17033,2
26293,1
26096,2
34099,0
10312,0
5943,2
31333,2
35354,2
9995,0
14733,0
31381,0
4402,1
25456,0
32865,0
8086,0
23726,0
23906,1
31695,0
37804,1
25407,0
17036,0
35470,0
21849,0
28304,2
23293,1
34208,2
27572,2
39981,0
12854,2
3168,2
16233,0
2297,2
3736,2
33201,2
3328,2
5713,2
22116,0
387,2
36524,2
17832,0
35690,2
26677,2
25384,0
38923,2
4130,1
15627,0
14430,1
15516,0
13472,0
30401,1
23466,2
37043,0
37391,2
11337,0
31972,1
2862,1
37015,1
5913,1
12226,0
18742,0
3301,2
16273,2
40366,0
5184,0
20627,0
16286,2
35784,0
23187,0
34764,2
16090,2
21541,1
16377,0
19038,0
31993,1
10275,2
37900,0
4024,0
24322,2
21944,2
37777,0
31832,2
13543,2
11384,0
31118,0
21998,0
23883,1
30667,0
6522,2
40239,2
27324,0
7803,0
35439,2
6100,0
22086,2
25831,2
32737,2
29590,2
20048,2
22648,2
9275,2
36011,1
5667,1
32058,0
31722,2
41056,1
11024,0
2044,0
3835,2
1314,2
27620,2
17586,0
27492,0
19664,1
14533,0
630,0
22337,0
34802,0
18003,0
